text,category,intent
i call to lodge a consumer reclamation against ur business,FEEDBACK,complaint
can you help me to lodge a claim against your organization?,FEEDBACK,complaint
I am calling to make a customer complaint,FEEDBACK,complaint
I do not know how to make a consumer complaint,FEEDBACK,complaint
I don't know what to do to file a complaint,FEEDBACK,complaint
can you help me file a complaint against your business?,FEEDBACK,complaint
where could I file a complaint against your business?,FEEDBACK,complaint
need assistance to lodge a customer claim,FEEDBACK,complaint
I try to file a complaint against your business,FEEDBACK,complaint
i do not know how to make a customr claim,FEEDBACK,complaint
i dont know how i could make a reclamation,FEEDBACK,complaint
"I am not happy with your service, I try to lodge an claim",FEEDBACK,complaint
I would like to file a customer claim against your company,FEEDBACK,complaint
I'm not happy wih ur service help me to file a claim,FEEDBACK,complaint
assistance lodging a consumer complaint,FEEDBACK,complaint
assistance to make a consumer complaint,FEEDBACK,complaint
I want to file a complaint,FEEDBACK,complaint
i need assistance to make a bloody customer claim,FEEDBACK,complaint
where to lodge acustomer complaint against ur business,FEEDBACK,complaint
where to make a claim,FEEDBACK,complaint
i call to file a complaint against ur business,FEEDBACK,complaint
where to file a customer complaint against ur business,FEEDBACK,complaint
filing customer claim against ur company,FEEDBACK,complaint
assistance filing a complaint against your business,FEEDBACK,complaint
i want assistance to file a complaint against ur company,FEEDBACK,complaint
can ya help me lodge a complaint against ur business,FEEDBACK,complaint
help making a consumer reclamation against ur business,FEEDBACK,complaint
I want assistance filing a complaint,FEEDBACK,complaint
I call to file a consumer complaint,FEEDBACK,complaint
I'm not happy with ur work i wanna make a reclamation,FEEDBACK,complaint
how can I file a consumer claim against your business?,FEEDBACK,complaint
can you help me filing a complaint against your business?,FEEDBACK,complaint
where do I lodge a reclamation against your organization?,FEEDBACK,complaint
where to file a complaint against your business?,FEEDBACK,complaint
I want assistance to file a complaint,FEEDBACK,complaint
I don't know what I need to do to file a complaint,FEEDBACK,complaint
I want help filing a complaint,FEEDBACK,complaint
can i lodge a consumer complaint against ur company,FEEDBACK,complaint
I need help making a reclamation against your company,FEEDBACK,complaint
I have got to file a complaint,FEEDBACK,complaint
how can I make a complaint?,FEEDBACK,complaint
need help filing a claim against ur organization,FEEDBACK,complaint
how could I file a complaint?,FEEDBACK,complaint
need to file a consumer reclamation against ur business,FEEDBACK,complaint
where could I file a complaint?,FEEDBACK,complaint
assistance filing a claim against ur business,FEEDBACK,complaint
I'm not happy with ur services i try to lodge an claim,FEEDBACK,complaint
i have got to make a reclamation against ur commpany,FEEDBACK,complaint
i need help lodging a customer complaint against ur company,FEEDBACK,complaint
making claim against your company,FEEDBACK,complaint
where to lodge a customer complaint against your business?,FEEDBACK,complaint
hepp me to make a claim against ur organization,FEEDBACK,complaint
help me lodging a complaint against your organization,FEEDBACK,complaint
make claim against your business,FEEDBACK,complaint
I try to file a complaint,FEEDBACK,complaint
I call to ffile a claim against your organization,FEEDBACK,complaint
filing complaint against your business,FEEDBACK,complaint
help me file a complaint,FEEDBACK,complaint
I need help to file a customer claim against your business,FEEDBACK,complaint
help me filing a consumer complaint against ur company,FEEDBACK,complaint
I need help to file a consumer complaint,FEEDBACK,complaint
need help to make a reclamation against ur company,FEEDBACK,complaint
"I am not happy with your services, make a claim",FEEDBACK,complaint
I call to file a complaint,FEEDBACK,complaint
what do I have to do to make a consumer reclamation?,FEEDBACK,complaint
can I lodge a consumer complaint?,FEEDBACK,complaint
could I file a complaint against your business?,FEEDBACK,complaint
wanna make a complaint against ur business,FEEDBACK,complaint
could I file a complaint?,FEEDBACK,complaint
help me file a complaint against your business,FEEDBACK,complaint
how to file a consumer reclamation,FEEDBACK,complaint
I want to file a consumer complaint against your company,FEEDBACK,complaint
can you help me lodge a complaint ?,FEEDBACK,complaint
help me filign a consumer claim against your company,FEEDBACK,complaint
I am calling to lodge a claim against your organization,FEEDBACK,complaint
I'm unsatisfied with ur services help to lodge a copmlaint,FEEDBACK,complaint
i want assistance to file a reclamation,FEEDBACK,complaint
can I file a complaint against your business?,FEEDBACK,complaint
where can I make a consumer reclamaqtion?,FEEDBACK,complaint
I need assistance filing a reclamation against your company,FEEDBACK,complaint
I try to file a complaint against your company,FEEDBACK,complaint
I don't know how I can make a customer claim,FEEDBACK,complaint
I don't know how I can file a complaint,FEEDBACK,complaint
"I am not happy with youur service, assistance filing a claim",FEEDBACK,complaint
I have to file a complaint,FEEDBACK,complaint
would it be possible to file a complaint?,FEEDBACK,complaint
I need help to file a complaint,FEEDBACK,complaint
could you help me file a complaint?,FEEDBACK,complaint
could you help me file a complaint against your business?,FEEDBACK,complaint
I want help to file a complaint against your business,FEEDBACK,complaint
I need assistance filing a complaint against your business,FEEDBACK,complaint
I do not know how to file a complaint against your business,FEEDBACK,complaint
I try to make a complaint,FEEDBACK,complaint
I want assistance filing a complaint against your business,FEEDBACK,complaint
help me file a consumer reclamation against your company,FEEDBACK,complaint
how to make an claim against ur business,FEEDBACK,complaint
can I make a consumer reclamation against your organization?,FEEDBACK,complaint
